"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000362, 1, 0.000362, lr='0.003916449174261764',model.multi_head_dims='110',model.shared_hidden_dims.0='334',model.shared_hidden_dims.1='119'
